bytes,jafont,lead_hex,slot_hex,slot_decimal,row_1based,column_1based,unicode,char,source_glyph,notes
CA 6C,jafont_17.tex,CA,6C,108,7,13,U+CEAD,캭,hangulfont_8.tex.png:74,exact ff7K(PC).tbl byte position
CA 6D,jafont_17.tex,CA,6D,109,7,14,U+CEC1,컁,hangulfont_8.tex.png:75,exact ff7K(PC).tbl byte position
CA 6E,jafont_17.tex,CA,6E,110,7,15,U+CEE4,커,hangulfont_8.tex.png:76,exact ff7K(PC).tbl byte position
CA 6F,jafont_17.tex,CA,6F,111,7,16,U+CEE5,컥,hangulfont_8.tex.png:77,exact ff7K(PC).tbl byte position
CA 70,jafont_17.tex,CA,70,112,8,1,U+CEE8,컨,hangulfont_8.tex.png:78,exact ff7K(PC).tbl byte position
CA 71,jafont_17.tex,CA,71,113,8,2,U+CEEB,컫,hangulfont_8.tex.png:79,exact ff7K(PC).tbl byte position
CA 72,jafont_17.tex,CA,72,114,8,3,U+CEEC,컬,hangulfont_8.tex.png:7A,exact ff7K(PC).tbl byte position
CA 74,jafont_17.tex,CA,74,116,8,5,U+CEF4,컴,hangulfont_8.tex.png:7B,exact ff7K(PC).tbl byte position
CA 75,jafont_17.tex,CA,75,117,8,6,U+CEF5,컵,hangulfont_8.tex.png:7C,exact ff7K(PC).tbl byte position
CA 76,jafont_17.tex,CA,76,118,8,7,U+CEF7,컷,hangulfont_8.tex.png:7D,exact ff7K(PC).tbl byte position
CA 77,jafont_17.tex,CA,77,119,8,8,U+CEF8,컸,hangulfont_8.tex.png:7E,exact ff7K(PC).tbl byte position
CA 78,jafont_17.tex,CA,78,120,8,9,U+CEF9,컹,hangulfont_8.tex.png:7F,exact ff7K(PC).tbl byte position
CA 79,jafont_17.tex,CA,79,121,8,10,U+CF00,케,hangulfont_8.tex.png:80,exact ff7K(PC).tbl byte position
CA 7A,jafont_17.tex,CA,7A,122,8,11,U+CF01,켁,hangulfont_8.tex.png:81,exact ff7K(PC).tbl byte position
CA 7B,jafont_17.tex,CA,7B,123,8,12,U+CF04,켄,hangulfont_8.tex.png:82,exact ff7K(PC).tbl byte position
CA 7C,jafont_17.tex,CA,7C,124,8,13,U+CF08,켈,hangulfont_8.tex.png:83,exact ff7K(PC).tbl byte position
CA 7D,jafont_17.tex,CA,7D,125,8,14,U+CF10,켐,hangulfont_8.tex.png:84,exact ff7K(PC).tbl byte position
CA 7E,jafont_17.tex,CA,7E,126,8,15,U+CF11,켑,hangulfont_8.tex.png:85,exact ff7K(PC).tbl byte position
CA 7F,jafont_17.tex,CA,7F,127,8,16,U+CF13,켓,hangulfont_8.tex.png:86,exact ff7K(PC).tbl byte position
CA 80,jafont_17.tex,CA,80,128,9,1,U+CF15,켕,hangulfont_8.tex.png:87,exact ff7K(PC).tbl byte position
CA 81,jafont_17.tex,CA,81,129,9,2,U+CF1C,켜,hangulfont_8.tex.png:88,exact ff7K(PC).tbl byte position
CA 82,jafont_17.tex,CA,82,130,9,3,U+CF20,켠,hangulfont_8.tex.png:89,exact ff7K(PC).tbl byte position
CA 83,jafont_17.tex,CA,83,131,9,4,U+CF24,켤,hangulfont_8.tex.png:8A,exact ff7K(PC).tbl byte position
CA 84,jafont_17.tex,CA,84,132,9,5,U+CF2C,켬,hangulfont_8.tex.png:8B,exact ff7K(PC).tbl byte position
CA 85,jafont_17.tex,CA,85,133,9,6,U+CF2D,켭,hangulfont_8.tex.png:8C,exact ff7K(PC).tbl byte position
CA 86,jafont_17.tex,CA,86,134,9,7,U+CF2F,켯,hangulfont_8.tex.png:8D,exact ff7K(PC).tbl byte position
CA 87,jafont_17.tex,CA,87,135,9,8,U+CF30,켰,hangulfont_8.tex.png:8E,exact ff7K(PC).tbl byte position
CA 89,jafont_17.tex,CA,89,137,9,10,U+CF31,켱,hangulfont_8.tex.png:8F,exact ff7K(PC).tbl byte position
CA 8A,jafont_17.tex,CA,8A,138,9,11,U+CF38,켸,hangulfont_8.tex.png:90,exact ff7K(PC).tbl byte position
CA 8B,jafont_17.tex,CA,8B,139,9,12,U+CF54,코,hangulfont_8.tex.png:91,exact ff7K(PC).tbl byte position
CA 8C,jafont_17.tex,CA,8C,140,9,13,U+CF55,콕,hangulfont_8.tex.png:92,exact ff7K(PC).tbl byte position
CA 8D,jafont_17.tex,CA,8D,141,9,14,U+CF58,콘,hangulfont_8.tex.png:93,exact ff7K(PC).tbl byte position
CA 8E,jafont_17.tex,CA,8E,142,9,15,U+CF5C,콜,hangulfont_8.tex.png:94,exact ff7K(PC).tbl byte position
CA 8F,jafont_17.tex,CA,8F,143,9,16,U+CF64,콤,hangulfont_8.tex.png:95,exact ff7K(PC).tbl byte position
CA 90,jafont_17.tex,CA,90,144,10,1,U+CF65,콥,hangulfont_8.tex.png:96,exact ff7K(PC).tbl byte position
CA 91,jafont_17.tex,CA,91,145,10,2,U+CF67,콧,hangulfont_8.tex.png:97,exact ff7K(PC).tbl byte position
CA 92,jafont_17.tex,CA,92,146,10,3,U+CF69,콩,hangulfont_8.tex.png:98,exact ff7K(PC).tbl byte position
CA 93,jafont_17.tex,CA,93,147,10,4,U+CF70,콰,hangulfont_8.tex.png:99,exact ff7K(PC).tbl byte position
CA 94,jafont_17.tex,CA,94,148,10,5,U+CF71,콱,hangulfont_8.tex.png:9A,exact ff7K(PC).tbl byte position
CA 95,jafont_17.tex,CA,95,149,10,6,U+CF74,콴,hangulfont_8.tex.png:9B,exact ff7K(PC).tbl byte position
CA 96,jafont_17.tex,CA,96,150,10,7,U+CF78,콸,hangulfont_8.tex.png:9C,exact ff7K(PC).tbl byte position
CA 97,jafont_17.tex,CA,97,151,10,8,U+CF80,쾀,hangulfont_8.tex.png:9D,exact ff7K(PC).tbl byte position
CA 98,jafont_17.tex,CA,98,152,10,9,U+CF85,쾅,hangulfont_8.tex.png:9E,exact ff7K(PC).tbl byte position
CA 99,jafont_17.tex,CA,99,153,10,10,U+CF8C,쾌,hangulfont_8.tex.png:9F,exact ff7K(PC).tbl byte position
CA 9A,jafont_17.tex,CA,9A,154,10,11,U+CFA1,쾡,hangulfont_8.tex.png:A0,exact ff7K(PC).tbl byte position
CA 9B,jafont_17.tex,CA,9B,155,10,12,U+CFA8,쾨,hangulfont_8.tex.png:A1,exact ff7K(PC).tbl byte position
CA 9C,jafont_17.tex,CA,9C,156,10,13,U+CFB0,쾰,hangulfont_8.tex.png:A2,exact ff7K(PC).tbl byte position
CA 9E,jafont_17.tex,CA,9E,158,10,15,U+CFC4,쿄,hangulfont_8.tex.png:A3,exact ff7K(PC).tbl byte position
CA 9F,jafont_17.tex,CA,9F,159,10,16,U+CFE0,쿠,hangulfont_8.tex.png:A4,exact ff7K(PC).tbl byte position
CA A0,jafont_17.tex,CA,A0,160,11,1,U+CFE1,쿡,hangulfont_8.tex.png:A5,exact ff7K(PC).tbl byte position
CA A1,jafont_17.tex,CA,A1,161,11,2,U+CFE4,쿤,hangulfont_8.tex.png:A6,exact ff7K(PC).tbl byte position
CA A2,jafont_17.tex,CA,A2,162,11,3,U+CFE8,쿨,hangulfont_8.tex.png:A7,exact ff7K(PC).tbl byte position
CA A3,jafont_17.tex,CA,A3,163,11,4,U+CFF0,쿰,hangulfont_8.tex.png:A8,exact ff7K(PC).tbl byte position
CA A4,jafont_17.tex,CA,A4,164,11,5,U+CFF1,쿱,hangulfont_8.tex.png:A9,exact ff7K(PC).tbl byte position
CA A5,jafont_17.tex,CA,A5,165,11,6,U+CFF3,쿳,hangulfont_8.tex.png:AA,exact ff7K(PC).tbl byte position
CA A6,jafont_17.tex,CA,A6,166,11,7,U+CFF5,쿵,hangulfont_8.tex.png:AB,exact ff7K(PC).tbl byte position
CA A7,jafont_17.tex,CA,A7,167,11,8,U+CFFC,쿼,hangulfont_8.tex.png:AC,exact ff7K(PC).tbl byte position
CA A8,jafont_17.tex,CA,A8,168,11,9,U+D000,퀀,hangulfont_8.tex.png:AD,exact ff7K(PC).tbl byte position
CA A9,jafont_17.tex,CA,A9,169,11,10,U+D004,퀄,hangulfont_8.tex.png:AE,exact ff7K(PC).tbl byte position
CA AA,jafont_17.tex,CA,AA,170,11,11,U+D011,퀑,hangulfont_8.tex.png:AF,exact ff7K(PC).tbl byte position
CA AB,jafont_17.tex,CA,AB,171,11,12,U+D018,퀘,hangulfont_8.tex.png:B0,exact ff7K(PC).tbl byte position
CA AC,jafont_17.tex,CA,AC,172,11,13,U+D02D,퀭,hangulfont_8.tex.png:B1,exact ff7K(PC).tbl byte position
CA AD,jafont_17.tex,CA,AD,173,11,14,U+D034,퀴,hangulfont_8.tex.png:B2,exact ff7K(PC).tbl byte position
CA AE,jafont_17.tex,CA,AE,174,11,15,U+D035,퀵,hangulfont_8.tex.png:B3,exact ff7K(PC).tbl byte position
CA AF,jafont_17.tex,CA,AF,175,11,16,U+D038,퀸,hangulfont_8.tex.png:B4,exact ff7K(PC).tbl byte position
CA B0,jafont_17.tex,CA,B0,176,12,1,U+D03C,퀼,hangulfont_8.tex.png:B5,exact ff7K(PC).tbl byte position
CA B1,jafont_17.tex,CA,B1,177,12,2,U+D044,큄,hangulfont_8.tex.png:B6,exact ff7K(PC).tbl byte position
CA B3,jafont_17.tex,CA,B3,179,12,4,U+D045,큅,hangulfont_8.tex.png:B7,exact ff7K(PC).tbl byte position
CA B4,jafont_17.tex,CA,B4,180,12,5,U+D047,큇,hangulfont_8.tex.png:B8,exact ff7K(PC).tbl byte position
CA B5,jafont_17.tex,CA,B5,181,12,6,U+D049,큉,hangulfont_8.tex.png:B9,exact ff7K(PC).tbl byte position
CA B6,jafont_17.tex,CA,B6,182,12,7,U+D050,큐,hangulfont_8.tex.png:BA,exact ff7K(PC).tbl byte position
CA B7,jafont_17.tex,CA,B7,183,12,8,U+D054,큔,hangulfont_8.tex.png:BB,exact ff7K(PC).tbl byte position
CA B8,jafont_17.tex,CA,B8,184,12,9,U+D058,큘,hangulfont_8.tex.png:BC,exact ff7K(PC).tbl byte position
CA B9,jafont_17.tex,CA,B9,185,12,10,U+D060,큠,hangulfont_8.tex.png:BD,exact ff7K(PC).tbl byte position
CA BA,jafont_17.tex,CA,BA,186,12,11,U+D06C,크,hangulfont_8.tex.png:BE,exact ff7K(PC).tbl byte position
CA BB,jafont_17.tex,CA,BB,187,12,12,U+D06D,큭,hangulfont_8.tex.png:BF,exact ff7K(PC).tbl byte position
CA BC,jafont_17.tex,CA,BC,188,12,13,U+D070,큰,hangulfont_8.tex.png:C0,exact ff7K(PC).tbl byte position
CA BD,jafont_17.tex,CA,BD,189,12,14,U+D074,클,hangulfont_8.tex.png:C1,exact ff7K(PC).tbl byte position
CA BE,jafont_17.tex,CA,BE,190,12,15,U+D07C,큼,hangulfont_8.tex.png:C2,exact ff7K(PC).tbl byte position
CA BF,jafont_17.tex,CA,BF,191,12,16,U+D07D,큽,hangulfont_8.tex.png:C3,exact ff7K(PC).tbl byte position
CB 00,jafont_18.tex,CB,00,0,1,1,U+D081,킁,hangulfont_8.tex.png:C4,exact ff7K(PC).tbl byte position
CB 01,jafont_18.tex,CB,01,1,1,2,U+D0A4,키,hangulfont_8.tex.png:C5,exact ff7K(PC).tbl byte position
CB 02,jafont_18.tex,CB,02,2,1,3,U+D0A5,킥,hangulfont_8.tex.png:C6,exact ff7K(PC).tbl byte position
CB 03,jafont_18.tex,CB,03,3,1,4,U+D0A8,킨,hangulfont_8.tex.png:C7,exact ff7K(PC).tbl byte position
CB 04,jafont_18.tex,CB,04,4,1,5,U+D0AC,킬,hangulfont_8.tex.png:C8,exact ff7K(PC).tbl byte position
CB 05,jafont_18.tex,CB,05,5,1,6,U+D0B4,킴,hangulfont_8.tex.png:C9,exact ff7K(PC).tbl byte position
CB 06,jafont_18.tex,CB,06,6,1,7,U+D0B5,킵,hangulfont_8.tex.png:CA,exact ff7K(PC).tbl byte position
CB 07,jafont_18.tex,CB,07,7,1,8,U+D0B7,킷,hangulfont_8.tex.png:CB,exact ff7K(PC).tbl byte position
CB 08,jafont_18.tex,CB,08,8,1,9,U+D0B9,킹,hangulfont_8.tex.png:CC,exact ff7K(PC).tbl byte position
CB 09,jafont_18.tex,CB,09,9,1,10,U+D0C0,타,hangulfont_8.tex.png:CD,exact ff7K(PC).tbl byte position
CB 0B,jafont_18.tex,CB,0B,11,1,12,U+D0C1,탁,hangulfont_8.tex.png:CE,exact ff7K(PC).tbl byte position
CB 0C,jafont_18.tex,CB,0C,12,1,13,U+D0C4,탄,hangulfont_8.tex.png:CF,exact ff7K(PC).tbl byte position
CB 0D,jafont_18.tex,CB,0D,13,1,14,U+D0C8,탈,hangulfont_8.tex.png:D0,exact ff7K(PC).tbl byte position
CB 0E,jafont_18.tex,CB,0E,14,1,15,U+D0C9,탉,hangulfont_8.tex.png:D1,exact ff7K(PC).tbl byte position
CB 0F,jafont_18.tex,CB,0F,15,1,16,U+D0D0,탐,hangulfont_8.tex.png:D2,exact ff7K(PC).tbl byte position
CB 10,jafont_18.tex,CB,10,16,2,1,U+D0D1,탑,hangulfont_8.tex.png:D3,exact ff7K(PC).tbl byte position
CB 11,jafont_18.tex,CB,11,17,2,2,U+D0D3,탓,hangulfont_8.tex.png:D4,exact ff7K(PC).tbl byte position
CB 12,jafont_18.tex,CB,12,18,2,3,U+D0D4,탔,hangulfont_8.tex.png:D5,exact ff7K(PC).tbl byte position
CB 13,jafont_18.tex,CB,13,19,2,4,U+D0D5,탕,hangulfont_8.tex.png:D6,exact ff7K(PC).tbl byte position
CB 14,jafont_18.tex,CB,14,20,2,5,U+D0DC,태,hangulfont_8.tex.png:D7,exact ff7K(PC).tbl byte position
CB 15,jafont_18.tex,CB,15,21,2,6,U+D0DD,택,hangulfont_8.tex.png:D8,exact ff7K(PC).tbl byte position
CB 16,jafont_18.tex,CB,16,22,2,7,U+D0E0,탠,hangulfont_8.tex.png:D9,exact ff7K(PC).tbl byte position
CB 17,jafont_18.tex,CB,17,23,2,8,U+D0E4,탤,hangulfont_8.tex.png:DA,exact ff7K(PC).tbl byte position
CB 18,jafont_18.tex,CB,18,24,2,9,U+D0EC,탬,hangulfont_8.tex.png:DB,exact ff7K(PC).tbl byte position
CB 19,jafont_18.tex,CB,19,25,2,10,U+D0ED,탭,hangulfont_8.tex.png:DC,exact ff7K(PC).tbl byte position
CB 1A,jafont_18.tex,CB,1A,26,2,11,U+D0EF,탯,hangulfont_8.tex.png:DD,exact ff7K(PC).tbl byte position
CB 1B,jafont_18.tex,CB,1B,27,2,12,U+D0F0,탰,hangulfont_8.tex.png:DE,exact ff7K(PC).tbl byte position
CB 1C,jafont_18.tex,CB,1C,28,2,13,U+D0F1,탱,hangulfont_8.tex.png:DF,exact ff7K(PC).tbl byte position
CB 1D,jafont_18.tex,CB,1D,29,2,14,U+D0F8,탸,hangulfont_8.tex.png:E0,exact ff7K(PC).tbl byte position
CB 1E,jafont_18.tex,CB,1E,30,2,15,U+D10D,턍,hangulfont_8.tex.png:E1,exact ff7K(PC).tbl byte position
CB 20,jafont_18.tex,CB,20,32,3,1,U+D130,터,hangulfont_8.tex.png:E2,exact ff7K(PC).tbl byte position
CB 21,jafont_18.tex,CB,21,33,3,2,U+D131,턱,hangulfont_8.tex.png:E3,exact ff7K(PC).tbl byte position
CB 22,jafont_18.tex,CB,22,34,3,3,U+D134,턴,hangulfont_8.tex.png:E4,exact ff7K(PC).tbl byte position
CB 23,jafont_18.tex,CB,23,35,3,4,U+D138,털,hangulfont_8.tex.png:E5,exact ff7K(PC).tbl byte position
CB 24,jafont_18.tex,CB,24,36,3,5,U+D13A,턺,hangulfont_8.tex.png:E6,exact ff7K(PC).tbl byte position
CB 25,jafont_18.tex,CB,25,37,3,6,U+D140,텀,hangulfont_8.tex.png:E7,exact ff7K(PC).tbl byte position
CB 26,jafont_18.tex,CB,26,38,3,7,U+D141,텁,hangulfont_8.tex.png:E8,exact ff7K(PC).tbl byte position
CB 27,jafont_18.tex,CB,27,39,3,8,U+D143,텃,hangulfont_8.tex.png:E9,exact ff7K(PC).tbl byte position
CB 28,jafont_18.tex,CB,28,40,3,9,U+D144,텄,hangulfont_8.tex.png:EA,exact ff7K(PC).tbl byte position
CB 29,jafont_18.tex,CB,29,41,3,10,U+D145,텅,hangulfont_8.tex.png:EB,exact ff7K(PC).tbl byte position
CB 2A,jafont_18.tex,CB,2A,42,3,11,U+D14C,테,hangulfont_8.tex.png:EC,exact ff7K(PC).tbl byte position
CB 2B,jafont_18.tex,CB,2B,43,3,12,U+D14D,텍,hangulfont_8.tex.png:ED,exact ff7K(PC).tbl byte position
CB 2C,jafont_18.tex,CB,2C,44,3,13,U+D150,텐,hangulfont_8.tex.png:EE,exact ff7K(PC).tbl byte position
CB 2D,jafont_18.tex,CB,2D,45,3,14,U+D154,텔,hangulfont_8.tex.png:EF,exact ff7K(PC).tbl byte position
CB 2E,jafont_18.tex,CB,2E,46,3,15,U+D15C,템,hangulfont_8.tex.png:F0,exact ff7K(PC).tbl byte position
CB 2F,jafont_18.tex,CB,2F,47,3,16,U+D15D,텝,hangulfont_8.tex.png:F1,exact ff7K(PC).tbl byte position
CB 30,jafont_18.tex,CB,30,48,4,1,U+D15F,텟,hangulfont_8.tex.png:F2,exact ff7K(PC).tbl byte position
CB 31,jafont_18.tex,CB,31,49,4,2,U+D161,텡,hangulfont_8.tex.png:F3,exact ff7K(PC).tbl byte position
CB 32,jafont_18.tex,CB,32,50,4,3,U+D168,텨,hangulfont_8.tex.png:F4,exact ff7K(PC).tbl byte position
CB 33,jafont_18.tex,CB,33,51,4,4,U+D16C,텬,hangulfont_8.tex.png:F5,exact ff7K(PC).tbl byte position
CB 35,jafont_18.tex,CB,35,53,4,6,U+D17C,텼,hangulfont_8.tex.png:F6,exact ff7K(PC).tbl byte position
CB 36,jafont_18.tex,CB,36,54,4,7,U+D184,톄,hangulfont_8.tex.png:F7,exact ff7K(PC).tbl byte position
CB 37,jafont_18.tex,CB,37,55,4,8,U+D188,톈,hangulfont_8.tex.png:F8,exact ff7K(PC).tbl byte position
CB 38,jafont_18.tex,CB,38,56,4,9,U+D1A0,토,hangulfont_8.tex.png:F9,exact ff7K(PC).tbl byte position
CB 39,jafont_18.tex,CB,39,57,4,10,U+D1A1,톡,hangulfont_8.tex.png:FA,exact ff7K(PC).tbl byte position
CB 3A,jafont_18.tex,CB,3A,58,4,11,U+D1A4,톤,hangulfont_8.tex.png:FB,exact ff7K(PC).tbl byte position
CB 3B,jafont_18.tex,CB,3B,59,4,12,U+D1A8,톨,hangulfont_8.tex.png:FC,exact ff7K(PC).tbl byte position
CB 3C,jafont_18.tex,CB,3C,60,4,13,U+D1B0,톰,hangulfont_8.tex.png:FD,exact ff7K(PC).tbl byte position
CB 3D,jafont_18.tex,CB,3D,61,4,14,U+D1B1,톱,hangulfont_8.tex.png:FE,exact ff7K(PC).tbl byte position
CB 3E,jafont_18.tex,CB,3E,62,4,15,U+D1B3,톳,hangulfont_8.tex.png:FF,exact ff7K(PC).tbl byte position
CB 3F,jafont_18.tex,CB,3F,63,4,16,U+D1B5,통,hangulfont_9.tex.png:00,exact ff7K(PC).tbl byte position
CB 40,jafont_18.tex,CB,40,64,5,1,U+D1BA,톺,hangulfont_9.tex.png:01,exact ff7K(PC).tbl byte position
CB 41,jafont_18.tex,CB,41,65,5,2,U+D1BC,톼,hangulfont_9.tex.png:02,exact ff7K(PC).tbl byte position
CB 42,jafont_18.tex,CB,42,66,5,3,U+D1C0,퇀,hangulfont_9.tex.png:03,exact ff7K(PC).tbl byte position
CB 43,jafont_18.tex,CB,43,67,5,4,U+D1D8,퇘,hangulfont_9.tex.png:04,exact ff7K(PC).tbl byte position
CB 44,jafont_18.tex,CB,44,68,5,5,U+D1F4,퇴,hangulfont_9.tex.png:05,exact ff7K(PC).tbl byte position
CB 45,jafont_18.tex,CB,45,69,5,6,U+D1F8,퇸,hangulfont_9.tex.png:06,exact ff7K(PC).tbl byte position
CB 46,jafont_18.tex,CB,46,70,5,7,U+D207,툇,hangulfont_9.tex.png:07,exact ff7K(PC).tbl byte position
CB 47,jafont_18.tex,CB,47,71,5,8,U+D209,툉,hangulfont_9.tex.png:08,exact ff7K(PC).tbl byte position
CB 48,jafont_18.tex,CB,48,72,5,9,U+D210,툐,hangulfont_9.tex.png:09,exact ff7K(PC).tbl byte position
CB 4A,jafont_18.tex,CB,4A,74,5,11,U+D22C,투,hangulfont_9.tex.png:0A,exact ff7K(PC).tbl byte position
CB 4B,jafont_18.tex,CB,4B,75,5,12,U+D22D,툭,hangulfont_9.tex.png:0B,exact ff7K(PC).tbl byte position
CB 4C,jafont_18.tex,CB,4C,76,5,13,U+D230,툰,hangulfont_9.tex.png:0C,exact ff7K(PC).tbl byte position
CB 4D,jafont_18.tex,CB,4D,77,5,14,U+D234,툴,hangulfont_9.tex.png:0D,exact ff7K(PC).tbl byte position
CB 4E,jafont_18.tex,CB,4E,78,5,15,U+D23C,툼,hangulfont_9.tex.png:0E,exact ff7K(PC).tbl byte position
CB 4F,jafont_18.tex,CB,4F,79,5,16,U+D23D,툽,hangulfont_9.tex.png:0F,exact ff7K(PC).tbl byte position
CB 50,jafont_18.tex,CB,50,80,6,1,U+D23F,툿,hangulfont_9.tex.png:10,exact ff7K(PC).tbl byte position
CB 51,jafont_18.tex,CB,51,81,6,2,U+D241,퉁,hangulfont_9.tex.png:11,exact ff7K(PC).tbl byte position
CB 52,jafont_18.tex,CB,52,82,6,3,U+D248,퉈,hangulfont_9.tex.png:12,exact ff7K(PC).tbl byte position
CB 53,jafont_18.tex,CB,53,83,6,4,U+D25C,퉜,hangulfont_9.tex.png:13,exact ff7K(PC).tbl byte position
CB 54,jafont_18.tex,CB,54,84,6,5,U+D264,퉤,hangulfont_9.tex.png:14,exact ff7K(PC).tbl byte position
CB 55,jafont_18.tex,CB,55,85,6,6,U+D280,튀,hangulfont_9.tex.png:15,exact ff7K(PC).tbl byte position
CB 56,jafont_18.tex,CB,56,86,6,7,U+D281,튁,hangulfont_9.tex.png:16,exact ff7K(PC).tbl byte position
CB 57,jafont_18.tex,CB,57,87,6,8,U+D284,튄,hangulfont_9.tex.png:17,exact ff7K(PC).tbl byte position
CB 58,jafont_18.tex,CB,58,88,6,9,U+D288,튈,hangulfont_9.tex.png:18,exact ff7K(PC).tbl byte position
CB 59,jafont_18.tex,CB,59,89,6,10,U+D290,튐,hangulfont_9.tex.png:19,exact ff7K(PC).tbl byte position
CB 5A,jafont_18.tex,CB,5A,90,6,11,U+D291,튑,hangulfont_9.tex.png:1A,exact ff7K(PC).tbl byte position
CB 5B,jafont_18.tex,CB,5B,91,6,12,U+D295,튕,hangulfont_9.tex.png:1B,exact ff7K(PC).tbl byte position
CB 5C,jafont_18.tex,CB,5C,92,6,13,U+D29C,튜,hangulfont_9.tex.png:1C,exact ff7K(PC).tbl byte position
CB 5D,jafont_18.tex,CB,5D,93,6,14,U+D2A0,튠,hangulfont_9.tex.png:1D,exact ff7K(PC).tbl byte position
CB 5F,jafont_18.tex,CB,5F,95,6,16,U+D2A4,튤,hangulfont_9.tex.png:1E,exact ff7K(PC).tbl byte position
CB 60,jafont_18.tex,CB,60,96,7,1,U+D2AC,튬,hangulfont_9.tex.png:1F,exact ff7K(PC).tbl byte position
CB 61,jafont_18.tex,CB,61,97,7,2,U+D2B1,튱,hangulfont_9.tex.png:20,exact ff7K(PC).tbl byte position
CB 62,jafont_18.tex,CB,62,98,7,3,U+D2B8,트,hangulfont_9.tex.png:21,exact ff7K(PC).tbl byte position
CB 63,jafont_18.tex,CB,63,99,7,4,U+D2B9,특,hangulfont_9.tex.png:22,exact ff7K(PC).tbl byte position
CB 64,jafont_18.tex,CB,64,100,7,5,U+D2BC,튼,hangulfont_9.tex.png:23,exact ff7K(PC).tbl byte position
CB 65,jafont_18.tex,CB,65,101,7,6,U+D2BF,튿,hangulfont_9.tex.png:24,exact ff7K(PC).tbl byte position
CB 66,jafont_18.tex,CB,66,102,7,7,U+D2C0,틀,hangulfont_9.tex.png:25,exact ff7K(PC).tbl byte position
CB 67,jafont_18.tex,CB,67,103,7,8,U+D2C2,틂,hangulfont_9.tex.png:26,exact ff7K(PC).tbl byte position
CB 68,jafont_18.tex,CB,68,104,7,9,U+D2C8,틈,hangulfont_9.tex.png:27,exact ff7K(PC).tbl byte position
CB 69,jafont_18.tex,CB,69,105,7,10,U+D2C9,틉,hangulfont_9.tex.png:28,exact ff7K(PC).tbl byte position
CB 6A,jafont_18.tex,CB,6A,106,7,11,U+D2CB,틋,hangulfont_9.tex.png:29,exact ff7K(PC).tbl byte position
CB 6B,jafont_18.tex,CB,6B,107,7,12,U+D2D4,틔,hangulfont_9.tex.png:2A,exact ff7K(PC).tbl byte position
CB 6C,jafont_18.tex,CB,6C,108,7,13,U+D2D8,틘,hangulfont_9.tex.png:2B,exact ff7K(PC).tbl byte position
CB 6D,jafont_18.tex,CB,6D,109,7,14,U+D2DC,틜,hangulfont_9.tex.png:2C,exact ff7K(PC).tbl byte position
CB 6E,jafont_18.tex,CB,6E,110,7,15,U+D2E4,틤,hangulfont_9.tex.png:2D,exact ff7K(PC).tbl byte position
CB 6F,jafont_18.tex,CB,6F,111,7,16,U+D2E5,틥,hangulfont_9.tex.png:2E,exact ff7K(PC).tbl byte position
CB 70,jafont_18.tex,CB,70,112,8,1,U+D2F0,티,hangulfont_9.tex.png:2F,exact ff7K(PC).tbl byte position
CB 71,jafont_18.tex,CB,71,113,8,2,U+D2F1,틱,hangulfont_9.tex.png:30,exact ff7K(PC).tbl byte position
CB 72,jafont_18.tex,CB,72,114,8,3,U+D2F4,틴,hangulfont_9.tex.png:31,exact ff7K(PC).tbl byte position
CB 74,jafont_18.tex,CB,74,116,8,5,U+D2F8,틸,hangulfont_9.tex.png:32,exact ff7K(PC).tbl byte position
CB 75,jafont_18.tex,CB,75,117,8,6,U+D300,팀,hangulfont_9.tex.png:33,exact ff7K(PC).tbl byte position
CB 76,jafont_18.tex,CB,76,118,8,7,U+D301,팁,hangulfont_9.tex.png:34,exact ff7K(PC).tbl byte position
CB 77,jafont_18.tex,CB,77,119,8,8,U+D303,팃,hangulfont_9.tex.png:35,exact ff7K(PC).tbl byte position
CB 78,jafont_18.tex,CB,78,120,8,9,U+D305,팅,hangulfont_9.tex.png:36,exact ff7K(PC).tbl byte position
CB 79,jafont_18.tex,CB,79,121,8,10,U+D30C,파,hangulfont_9.tex.png:37,exact ff7K(PC).tbl byte position
CB 7A,jafont_18.tex,CB,7A,122,8,11,U+D30D,팍,hangulfont_9.tex.png:38,exact ff7K(PC).tbl byte position
CB 7B,jafont_18.tex,CB,7B,123,8,12,U+D30E,팎,hangulfont_9.tex.png:39,exact ff7K(PC).tbl byte position
CB 7C,jafont_18.tex,CB,7C,124,8,13,U+D310,판,hangulfont_9.tex.png:3A,exact ff7K(PC).tbl byte position
CB 7D,jafont_18.tex,CB,7D,125,8,14,U+D314,팔,hangulfont_9.tex.png:3B,exact ff7K(PC).tbl byte position
CB 7E,jafont_18.tex,CB,7E,126,8,15,U+D316,팖,hangulfont_9.tex.png:3C,exact ff7K(PC).tbl byte position
CB 7F,jafont_18.tex,CB,7F,127,8,16,U+D31C,팜,hangulfont_9.tex.png:3D,exact ff7K(PC).tbl byte position
CB 80,jafont_18.tex,CB,80,128,9,1,U+D31D,팝,hangulfont_9.tex.png:3E,exact ff7K(PC).tbl byte position
CB 81,jafont_18.tex,CB,81,129,9,2,U+D31F,팟,hangulfont_9.tex.png:3F,exact ff7K(PC).tbl byte position
CB 82,jafont_18.tex,CB,82,130,9,3,U+D320,팠,hangulfont_9.tex.png:40,exact ff7K(PC).tbl byte position
CB 83,jafont_18.tex,CB,83,131,9,4,U+D321,팡,hangulfont_9.tex.png:41,exact ff7K(PC).tbl byte position
